day,year,mo,da,report_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_REPORTS
4,2005,04,28,2005-04-28,48.0,29.6,1014.2,10.0,7.9,13.0,19.0,55.9,42.1,0.0,999.9,0,130
5,2005,04,29,2005-04-29,46.5,26.2,1014.5,10.0,8.1,12.0,17.1,52.0,43.0,0.0,999.9,0,117
6,2005,04,30,2005-04-30,48.4,28.0,1013.7,9.6,7.0,17.1,21.0,57.9,37.9,0.0,999.9,0,161
7,2005,05,01,2005-05-01,44.1,25.7,1016.0,10.0,10.2,21.0,28.0,52.0,36.0,0.0,999.9,0,185
1,2005,05,02,2005-05-02,41.1,24.4,1017.6,10.0,10.9,15.0,20.0,46.0,35.1,0.0,999.9,0,153
2,2005,05,03,2005-05-03,41.2,23.4,1021.3,10.0,8.9,14.0,18.1,50.0,33.1,0.0,999.9,0,138
3,2005,05,04,2005-05-04,48.1,23.1,1025.7,10.0,6.3,9.9,999.9,63.0,37.0,0.0,999.9,0,129
4,2005,05,05,2005-05-05,56.0,27.6,1025.9,10.0,7.4,12.0,14.0,70.0,45.0,0.0,999.9,0,143
5,2005,05,06,2005-05-06,62.6,36.5,1020.0,10.0,9.0,14.0,22.0,75.0,53.1,0.0,999.9,0,153
6,2005,05,07,2005-05-07,58.7,45.9,1016.6,9.1,6.8,13.0,999.9,73.0,48.9,0.0,999.9,0,190
7,2005,05,08,2005-05-08,63.3,44.1,1015.2,10.0,7.7,15.9,22.0,84.9,46.0,0.0,999.9,0,217
1,2005,05,09,2005-05-09,71.5,51.5,1010.3,10.0,11.2,20.0,27.0,82.9,64.0,0.0,999.9,0,220
2,2005,05,10,2005-05-10,70.4,53.4,1008.7,9.9,11.6,20.0,27.0,82.9,60.1,0.26,999.9,0,162
3,2005,05,11,2005-05-11,59.2,47.0,1015.2,9.4,11.2,20.0,39.0,80.1,46.9,0.0,999.9,0,150
4,2005,05,12,2005-05-12,47.7,38.9,1025.8,10.0,14.4,18.1,28.0,55.0,43.0,0.34,999.9,0,144
5,2005,05,13,2005-05-13,58.4,43.4,1016.5,9.1,9.4,15.9,22.0,73.9,48.0,0.03,999.9,0,162
6,2005,05,14,2005-05-14,59.4,46.9,1009.7,9.2,9.3,20.0,33.0,64.9,54.0,0.21,999.9,0,170
7,2005,05,15,2005-05-15,49.6,36.9,1013.6,10.0,10.1,20.0,26.0,55.9,44.1,0.04,999.9,0,203
1,2005,05,16,2005-05-16,51.0,34.8,1018.3,10.0,6.0,12.0,999.9,57.0,44.1,0.0,999.9,0,134
2,2005,05,17,2005-05-17,57.6,36.7,1017.7,10.0,8.1,12.0,14.0,72.0,48.9,0.0,999.9,0,134
3,2005,05,18,2005-05-18,65.8,41.7,1015.7,10.0,9.3,13.0,19.0,78.1,57.9,0.0,999.9,0,161
4,2005,05,19,2005-05-19,64.5,53.4,1009.2,5.9,8.7,13.0,999.9,75.9,55.0,0.51,999.9,0,112
5,2005,05,20,2005-05-20,58.5,49.2,1012.2,6.1,10.7,15.0,999.9,69.1,51.1,0.07,999.9,0,156
6,2005,05,21,2005-05-21,61.6,40.8,1016.9,10.0,4.2,12.0,17.1,73.9,48.0,0.0,999.9,0,189
7,2005,05,22,2005-05-22,69.0,45.6,1009.3,10.0,8.7,19.0,28.0,81.0,61.0,0.0,999.9,0,197
1,2005,05,23,2005-05-23,64.9,46.9,1004.8,9.9,11.2,17.1,21.0,75.9,55.9,0.0,999.9,0,149
2,2005,05,24,2005-05-24,57.2,46.0,1013.4,9.1,9.8,15.9,21.0,66.9,48.9,0.0,999.9,0,129
3,2005,05,25,2005-05-25,58.6,43.5,1017.0,10.0,6.3,12.0,999.9,66.9,50.0,0.0,999.9,0,137
4,2005,05,26,2005-05-26,63.4,44.3,1013.5,10.0,7.4,13.0,18.1,73.9,55.0,0.0,999.9,0,122
5,2005,05,27,2005-05-27,63.5,40.4,1011.3,10.0,9.1,15.9,22.9,70.0,55.0,0.0,999.9,0,147
6,2005,05,28,2005-05-28,59.3,45.4,1010.3,10.0,7.2,18.1,27.0,69.1,51.1,0.02,999.9,0,155
7,2005,05,29,2005-05-29,60.7,41.8,1013.6,10.0,4.8,14.0,17.1,71.1,48.9,0.0,999.9,0,194
1,2005,05,30,2005-05-30,62.8,45.1,1015.0,10.0,4.9,13.0,18.1,72.0,50.0,0.0,999.9,0,194
2,2005,05,31,2005-05-31,63.1,46.8,1018.4,10.0,5.8,12.0,999.9,72.0,51.1,0.0,999.9,0,154
3,2005,06,01,2005-06-01,67.8,48.4,1017.1,10.0,8.3,15.0,999.9,79.0,57.0,0.0,999.9,0,156
4,2005,06,02,2005-06-02,66.9,52.3,1013.9,9.6,6.4,12.0,999.9,73.9,61.0,0.0,999.9,0,145
5,2005,06,03,2005-06-03,65.2,59.5,1011.1,4.2,6.5,13.0,999.9,71.1,60.8,0.07,999.9,0,142
6,2005,06,04,2005-06-04,70.6,61.5,1009.3,5.8,7.5,35.0,47.0,87.1,62.1,0.0,999.9,0,166
7,2005,06,05,2005-06-05,78.4,63.7,1006.5,9.3,11.1,19.0,22.9,90.0,71.1,0.65,999.9,0,171
1,2005,06,06,2005-06-06,78.4,56.7,1009.2,10.0,10.9,17.1,26.0,90.0,66.0,0.0,999.9,0,150
2,2005,06,07,2005-06-07,80.4,59.1,1009.5,10.0,7.3,17.1,21.0,93.0,68.0,0.0,999.9,0,180
3,2005,06,08,2005-06-08,81.2,63.8,1008.1,10.0,8.4,15.9,21.0,91.9,72.0,0.01,999.9,0,177
4,2005,06,09,2005-06-09,78.8,61.6,1009.4,10.0,5.8,9.9,999.9,89.1,68.0,0.0,999.9,0,165
5,2005,06,10,2005-06-10,81.6,66.7,1010.9,10.0,6.9,11.1,17.1,89.1,75.9,0.0,999.9,0,166
6,2005,06,11,2005-06-11,80.6,66.0,1010.7,9.6,10.5,15.0,22.0,88.0,73.0,0.0,999.9,0,184
7,2005,06,12,2005-06-12,77.1,64.9,1010.3,10.0,9.6,15.0,22.0,84.0,73.0,0.0,999.9,0,216
1,2005,06,13,2005-06-13,78.8,63.7,1006.6,9.4,6.9,15.0,19.0,91.0,71.1,0.0,999.9,0,196
2,2005,06,14,2005-06-14,74.9,59.7,1003.0,10.0,13.9,24.1,34.0,87.1,66.9,0.1,999.9,0,160
3,2005,06,15,2005-06-15,68.5,57.3,1004.7,10.0,13.7,19.0,28.9,73.0,62.1,0.0,999.9,0,156
4,2005,06,16,2005-06-16,65.0,48.6,1011.6,9.8,7.3,13.0,20.0,78.1,55.9,0.0,999.9,0,142
5,2005,06,17,2005-06-17,64.3,47.2,1012.2,10.0,9.6,15.0,18.1,70.0,57.9,0.0,999.9,0,171
6,2005,06,18,2005-06-18,62.3,49.5,1016.4,10.0,7.9,12.0,15.0,71.1,54.0,0.0,999.9,0,165
7,2005,06,19,2005-06-19,66.7,52.2,1020.6,10.0,5.0,9.9,999.9,77.0,55.0,0.0,999.9,0,184
1,2005,06,20,2005-06-20,72.2,53.4,1021.1,10.0,4.5,11.1,999.9,84.0,59.0,0.0,999.9,0,156
2,2005,06,21,2005-06-21,76.9,57.2,1016.9,10.0,8.4,15.0,999.9,90.0,66.9,0.0,999.9,0,117
3,2005,06,22,2005-06-22,75.0,44.5,1019.1,10.0,7.2,12.0,999.9,82.9,66.9,0.0,999.9,0,130
4,2005,06,23,2005-06-23,77.9,54.8,1017.1,10.0,8.1,14.0,20.0,93.0,66.0,0.0,999.9,0,143
5,2005,06,24,2005-06-24,86.8,63.3,1013.5,7.6,11.5,20.0,26.0,98.1,75.9,0.0,999.9,0,169
6,2005,06,25,2005-06-25,83.3,63.8,1014.9,6.0,6.9,11.1,999.9,93.9,73.9,0.0,999.9,0,205
7,2005,06,26,2005-06-26,79.7,65.2,1016.8,8.9,5.9,13.0,999.9,95.0,71.1,0.0,999.9,0,191
1,2005,06,27,2005-06-27,84.5,64.4,1016.1,5.1,6.5,11.1,15.9,95.0,75.9,0.0,999.9,0,155
2,2005,06,28,2005-06-28,84.4,63.8,1013.3,6.5,7.5,19.0,21.0,93.9,75.9,0.0,999.9,0,142
3,2005,06,29,2005-06-29,81.2,66.6,1013.3,7.5,5.7,13.0,15.0,88.0,75.9,0.09,999.9,0,128
4,2005,06,30,2005-06-30,81.9,66.0,1009.5,8.5,9.3,25.1,35.9,90.0,70.0,0.14,999.9,0,160
5,2005,07,01,2005-07-01,74.1,53.7,1008.9,10.0,10.4,13.0,18.1,84.0,66.9,0.0,999.9,0,162
6,2005,07,02,2005-07-02,66.5,48.8,1014.8,10.0,9.0,13.0,14.0,73.0,61.0,0.0,999.9,0,175
7,2005,07,03,2005-07-03,72.8,54.2,1013.0,10.0,7.5,14.0,17.1,86.0,62.1,0.0,999.9,0,189
1,2005,07,04,2005-07-04,77.6,59.5,1011.6,10.0,9.8,21.0,27.0,87.1,73.0,0.0,999.9,0,210
2,2005,07,05,2005-07-05,74.3,60.8,1014.1,8.0,6.8,14.0,999.9,84.9,64.0,0.05,999.9,0,185
3,2005,07,06,2005-07-06,71.5,61.3,1016.6,9.4,7.2,12.0,999.9,78.1,66.0,0.0,999.9,0,116
4,2005,07,07,2005-07-07,72.7,59.5,1017.5,10.0,8.3,11.1,999.9,79.0,68.0,0.0,999.9,0,123
5,2005,07,08,2005-07-08,74.3,55.0,1018.0,10.0,7.1,12.0,999.9,82.9,64.9,0.0,999.9,0,146
6,2005,07,09,2005-07-09,77.1,52.0,1018.8,10.0,4.3,11.1,999.9,87.1,64.0,0.0,999.9,0,195
7,2005,07,10,2005-07-10,79.9,51.5,1019.0,10.0,6.4,13.0,999.9,90.0,68.0,0.0,999.9,0,197
1,2005,07,11,2005-07-11,80.3,55.7,1016.8,10.0,6.4,13.0,17.1,88.0,72.0,0.0,999.9,0,146
2,2005,07,12,2005-07-12,77.8,62.8,1013.1,9.5,10.7,18.1,22.9,84.0,71.6,0.03,999.9,0,120
3,2005,07,13,2005-07-13,78.5,66.7,1011.9,8.0,11.3,18.1,22.9,86.0,73.4,0.04,999.9,0,149
4,2005,07,14,2005-07-14,79.8,65.3,1011.8,9.6,10.6,15.0,999.9,86.0,73.0,0.0,999.9,0,143
5,2005,07,15,2005-07-15,77.9,66.0,1013.5,9.2,7.6,13.0,999.9,84.9,72.0,0.0,999.9,0,144
6,2005,07,16,2005-07-16,80.7,64.8,1013.5,9.4,5.7,11.1,999.9,89.1,73.0,0.0,999.9,0,192
7,2005,07,17,2005-07-17,84.1,66.5,1012.2,7.1,6.8,12.0,19.0,96.1,75.0,0.0,999.9,0,191
1,2005,07,18,2005-07-18,83.5,67.9,1009.5,8.8,11.3,18.1,28.0,90.0,75.9,0.0,999.9,0,158
2,2005,07,19,2005-07-19,80.3,55.9,1013.8,10.0,7.6,13.0,14.0,89.1,69.1,0.08,999.9,0,129
3,2005,07,20,2005-07-20,80.1,64.3,1014.7,9.9,8.1,26.0,38.1,91.0,71.1,0.0,999.9,0,149
4,2005,07,21,2005-07-21,80.0,67.4,1014.3,10.0,6.2,18.1,999.9,91.0,73.9,0.1,999.9,0,147
5,2005,07,22,2005-07-22,78.5,65.8,1016.3,9.8,7.7,15.0,15.9,84.9,71.1,0.0,999.9,0,135
6,2005,07,23,2005-07-23,77.6,64.7,1018.6,10.0,5.2,11.1,999.9,84.0,71.1,0.0,999.9,0,159
7,2005,07,24,2005-07-24,87.7,69.3,1012.3,8.3,11.8,18.1,24.1,104.0,78.1,0.0,999.9,0,182
1,2005,07,25,2005-07-25,85.5,68.1,1011.6,10.0,7.1,21.0,27.0,96.1,73.0,0.0,999.9,0,163
2,2005,07,26,2005-07-26,81.4,69.4,1007.3,9.3,10.6,17.1,22.9,87.1,68.0,0.43,999.9,0,120
3,2005,07,27,2005-07-27,68.7,56.3,1015.1,9.7,9.4,14.0,15.9,73.9,63.0,0.76,999.9,0,122
4,2005,07,28,2005-07-28,69.3,51.8,1018.9,10.0,4.6,9.9,999.9,79.0,59.0,0.01,999.9,0,152
5,2005,07,29,2005-07-29,72.1,55.8,1019.8,10.0,7.6,14.0,15.9,82.0,63.0,0.0,999.9,0,142
6,2005,07,30,2005-07-30,74.8,57.1,1023.3,10.0,5.6,11.1,999.9,84.0,66.0,0.0,999.9,0,165
7,2005,07,31,2005-07-31,79.1,62.3,1021.1,10.0,6.7,11.1,15.0,88.0,72.0,0.0,999.9,0,160
1,2005,08,01,2005-08-01,81.3,64.3,1018.9,9.1,5.8,9.9,999.9,93.0,70.0,0.0,999.9,0,170
2,2005,08,02,2005-08-02,83.1,64.9,1017.3,8.1,7.0,12.0,18.1,91.9,73.9,0.0,999.9,0,163
3,2005,08,03,2005-08-03,84.3,67.1,1014.5,7.6,9.5,15.9,22.0,93.0,75.9,0.0,999.9,0,135
4,2005,08,04,2005-08-04,83.5,68.8,1013.9,8.9,10.6,17.1,999.9,90.0,80.1,0.01,999.9,0,138
5,2005,08,05,2005-08-05,78.0,56.7,1020.2,10.0,8.2,12.0,999.9,86.0,71.1,0.0,999.9,0,173
6,2005,08,06,2005-08-06,75.2,55.3,1020.8,10.0,5.6,8.9,999.9,82.9,64.0,0.0,999.9,0,188
7,2005,08,07,2005-08-07,77.6,58.6,1017.9,10.0,5.0,12.0,999.9,88.0,66.0,0.0,999.9,0,172
1,2005,08,08,2005-08-08,81.5,60.4,1016.5,9.5,3.5,8.9,999.9,91.9,70.0,0.0,999.9,0,147
2,2005,08,09,2005-08-09,82.6,62.7,1014.7,9.5,6.8,13.0,19.0,93.0,71.1,0.0,999.9,0,151
3,2005,08,10,2005-08-10,81.5,66.2,1013.1,8.6,6.9,12.0,17.1,88.0,71.1,0.35,999.9,0,128
4,2005,08,11,2005-08-11,74.0,65.9,1015.2,9.2,5.8,12.0,999.9,78.1,69.8,0.52,999.9,0,138
5,2005,08,12,2005-08-12,77.8,68.1,1011.2,9.3,7.9,11.1,22.0,84.9,73.0,0.03,999.9,0,147
6,2005,08,13,2005-08-13,74.7,65.8,1012.3,9.1,7.8,14.0,999.9,79.0,69.8,0.84,999.9,1,144
7,2005,08,14,2005-08-14,71.2,57.0,1015.4,10.0,6.6,8.9,999.9,75.0,66.9,0.0,999.9,0,128
1,2005,08,15,2005-08-15,71.7,60.9,1019.2,10.0,4.7,8.9,999.9,80.1,63.0,0.0,999.9,0,124
2,2005,08,16,2005-08-16,75.2,62.1,1018.9,9.3,4.1,11.1,999.9,82.9,66.9,0.0,999.9,0,131
3,2005,08,17,2005-08-17,75.0,60.4,1017.1,9.2,4.2,9.9,999.9,84.0,64.0,0.0,999.9,0,117
4,2005,08,18,2005-08-18,76.8,66.0,1010.0,7.8,8.3,17.1,22.0,82.9,71.6,0.0,999.9,0,116
5,2005,08,19,2005-08-19,79.1,67.3,1009.0,10.0,8.9,13.0,19.0,88.0,70.0,0.42,999.9,0,138
6,2005,08,20,2005-08-20,78.2,69.5,1011.9,9.2,7.8,14.0,999.9,84.9,71.6,0.22,999.9,0,159
7,2005,08,21,2005-08-21,75.0,55.4,1015.7,10.0,7.2,12.0,15.9,82.0,66.0,0.0,999.9,0,158
1,2005,08,22,2005-08-22,69.6,53.9,1016.4,10.0,8.6,14.0,17.1,79.0,63.0,0.0,999.9,0,128
2,2005,08,23,2005-08-23,68.0,51.7,1018.8,10.0,9.5,15.0,19.0,73.0,61.0,0.0,999.9,0,106
3,2005,08,24,2005-08-24,69.4,53.8,1020.6,10.0,8.2,14.0,18.1,77.0,61.0,0.0,999.9,0,118
4,2005,08,25,2005-08-25,72.4,56.4,1020.4,10.0,7.5,11.1,999.9,81.0,64.9,0.0,999.9,0,125
5,2005,08,26,2005-08-26,76.0,62.1,1014.0,9.7,4.8,8.0,999.9,84.0,68.0,0.0,999.9,0,147
6,2005,08,27,2005-08-27,77.5,61.3,1008.1,7.7,6.3,13.0,20.0,84.9,71.1,0.0,999.9,0,150
7,2005,08,28,2005-08-28,75.4,55.8,1010.3,10.0,6.5,12.0,999.9,87.1,66.0,0.0,999.9,0,201
1,2005,08,29,2005-08-29,75.9,58.7,1011.1,10.0,5.3,11.1,999.9,84.0,68.0,0.0,999.9,0,156
2,2005,08,30,2005-08-30,74.3,59.5,1007.4,10.0,7.4,15.9,22.0,82.0,66.0,0.0,999.9,0,112
3,2005,08,31,2005-08-31,70.2,60.5,1008.4,10.0,8.7,17.1,21.0,77.0,64.0,0.0,999.9,0,112
4,2005,09,01,2005-09-01,74.1,54.8,1013.1,10.0,6.8,12.0,20.0,84.9,66.9,0.0,999.9,0,129
5,2005,09,02,2005-09-02,73.0,44.5,1017.3,10.0,8.4,15.0,19.0,84.0,62.1,0.0,999.9,0,131
6,2005,09,03,2005-09-03,70.1,51.5,1021.6,10.0,5.9,13.0,19.0,81.0,59.0,0.0,999.9,0,161
7,2005,09,04,2005-09-04,71.0,53.7,1023.0,10.0,4.4,8.9,999.9,82.9,61.0,0.0,999.9,0,190
1,2005,09,05,2005-09-05,75.3,56.6,1023.8,10.0,6.0,9.9,15.0,87.1,64.9,0.0,999.9,0,164
2,2005,09,06,2005-09-06,76.8,54.3,1023.6,10.0,6.5,9.9,999.9,87.1,66.9,0.0,999.9,0,139
3,2005,09,07,2005-09-07,77.8,57.5,1021.7,9.7,5.1,8.9,999.9,90.0,70.0,0.0,999.9,0,125
4,2005,09,08,2005-09-08,74.7,63.8,1018.4,9.0,7.8,17.1,22.0,84.9,69.1,0.0,999.9,0,126
5,2005,09,09,2005-09-09,74.5,62.1,1017.6,9.9,5.5,9.9,999.9,86.0,64.9,0.0,999.9,0,116
6,2005,09,10,2005-09-10,79.0,62.3,1018.9,8.0,7.9,15.0,999.9,91.0,70.0,0.0,999.9,0,187
7,2005,09,11,2005-09-11,81.1,61.3,1020.0,6.5,7.7,9.9,999.9,90.0,72.0,0.0,999.9,0,170
1,2005,09,12,2005-09-12,80.7,56.7,1017.5,7.5,8.5,15.0,22.0,90.0,71.1,0.0,999.9,0,139
2,2005,09,13,2005-09-13,81.5,56.2,1010.6,9.7,9.4,15.9,24.1,93.9,72.0,0.0,999.9,0,126
3,2005,09,14,2005-09-14,73.1,59.7,1010.8,9.7,7.2,15.9,26.0,87.1,66.2,0.2,999.9,0,126
4,2005,09,15,2005-09-15,67.2,50.4,1018.4,10.0,9.7,18.1,22.9,70.0,63.0,0.0,999.9,0,118
5,2005,09,16,2005-09-16,63.8,56.8,1017.9,8.5,12.4,17.1,22.0,69.1,60.1,0.67,999.9,0,110
6,2005,09,17,2005-09-17,64.0,53.0,1018.7,9.9,3.8,8.9,999.9,75.0,54.0,0.02,999.9,0,147
7,2005,09,18,2005-09-18,69.3,54.7,1016.8,10.0,6.4,11.1,18.1,82.0,60.1,0.0,999.9,0,166
1,2005,09,19,2005-09-19,73.2,61.8,1015.0,9.1,9.3,17.1,25.1,84.9,66.0,0.09,999.9,0,129
2,2005,09,20,2005-09-20,73.1,58.2,1018.2,9.8,4.5,12.0,999.9,82.0,62.1,0.19,999.9,0,131
3,2005,09,21,2005-09-21,73.8,53.7,1018.1,10.0,7.4,15.0,17.1,87.1,62.1,0.0,999.9,0,141
4,2005,09,22,2005-09-22,76.1,62.0,1010.0,9.3,11.0,15.9,22.0,89.1,68.0,0.14,999.9,0,111
5,2005,09,23,2005-09-23,66.2,54.0,1018.7,9.9,14.9,20.0,25.1,71.1,63.0,99.99,999.9,0,136
6,2005,09,24,2005-09-24,67.1,55.5,1019.0,9.7,7.2,14.0,999.9,73.0,64.0,0.0,999.9,0,142
7,2005,09,25,2005-09-25,71.3,66.0,1013.0,7.7,6.8,13.0,20.0,73.9,69.1,0.12,999.9,0,168
1,2005,09,26,2005-09-26,67.6,61.3,1011.0,9.1,8.5,14.0,999.9,70.0,63.0,0.17,999.9,0,150
2,2005,09,27,2005-09-27,62.7,51.8,1018.8,10.0,3.7,8.9,999.9,75.0,52.0,0.01,999.9,0,103
3,2005,09,28,2005-09-28,65.4,53.4,1012.0,9.3,8.0,20.0,26.0,75.0,57.0,0.0,999.9,0,113
4,2005,09,29,2005-09-29,53.4,37.4,1018.6,10.0,9.8,22.9,28.0,62.1,44.1,0.53,999.9,0,86
5,2005,09,30,2005-09-30,56.7,34.0,1017.7,10.0,8.3,15.0,21.0,71.1,45.0,0.0,999.9,0,133
6,2005,10,01,2005-10-01,64.9,43.9,1017.8,10.0,6.8,8.9,15.0,79.0,53.1,0.0,999.9,0,180
7,2005,10,02,2005-10-02,70.4,56.9,1020.3,9.4,7.5,14.0,17.1,81.0,60.1,0.0,999.9,0,203
1,2005,10,03,2005-10-03,76.4,65.6,1020.2,9.2,9.9,15.0,19.0,86.0,69.8,0.09,999.9,0,135
2,2005,10,04,2005-10-04,78.6,64.9,1019.7,9.0,8.3,13.0,20.0,88.0,71.1,0.01,999.9,0,157
3,2005,10,05,2005-10-05,77.9,62.6,1016.6,9.1,9.7,15.0,22.0,84.9,70.0,0.0,999.9,0,134
4,2005,10,06,2005-10-06,60.5,45.1,1017.2,10.0,10.4,15.0,18.1,80.1,51.1,0.0,999.9,0,129
5,2005,10,07,2005-10-07,48.6,37.7,1020.4,9.0,11.9,17.1,25.1,53.6,46.0,0.0,999.9,0,99
6,2005,10,08,2005-10-08,50.3,38.1,1019.4,10.0,11.8,14.0,19.0,54.0,44.1,0.0,999.9,0,148
7,2005,10,09,2005-10-09,53.6,41.5,1018.6,10.0,9.9,15.9,999.9,59.0,50.0,0.0,999.9,0,147
1,2005,10,10,2005-10-10,55.8,46.4,1018.9,10.0,6.9,15.9,17.1,63.0,50.0,0.0,999.9,0,128
2,2005,10,11,2005-10-11,58.0,50.5,1020.1,10.0,8.0,13.0,999.9,60.1,57.0,0.0,999.9,0,91
3,2005,10,12,2005-10-12,59.1,53.5,1019.0,6.7,4.9,8.9,999.9,63.0,57.0,0.0,999.9,0,129
4,2005,10,13,2005-10-13,61.1,52.2,1018.1,6.7,3.1,8.0,999.9,72.0,52.0,0.0,999.9,0,113
5,2005,10,14,2005-10-14,63.8,49.4,1017.2,8.6,5.7,12.0,15.9,75.0,53.1,0.0,999.9,0,112
6,2005,10,15,2005-10-15,61.7,36.8,1016.0,10.0,9.7,15.0,18.1,69.1,50.0,0.0,999.9,0,170
7,2005,10,16,2005-10-16,53.0,36.0,1020.0,10.0,5.9,8.9,999.9,61.0,45.0,0.0,999.9,0,164
1,2005,10,17,2005-10-17,56.0,43.7,1013.2,10.0,7.7,15.0,21.0,75.9,46.0,0.0,999.9,0,123
2,2005,10,18,2005-10-18,61.3,40.0,1011.3,10.0,4.2,8.9,999.9,72.0,46.9,0.01,999.9,0,114
3,2005,10,19,2005-10-19,57.6,41.0,1012.3,10.0,11.6,19.0,26.0,68.0,51.1,0.0,999.9,0,113
4,2005,10,20,2005-10-20,52.1,39.9,1017.1,10.0,9.1,13.0,999.9,54.0,50.0,0.0,999.9,0,106
5,2005,10,21,2005-10-21,53.7,38.8,1016.4,10.0,11.8,17.1,999.9,57.9,51.1,0.03,999.9,0,112
6,2005,10,22,2005-10-22,50.2,39.9,1012.6,10.0,5.2,11.1,999.9,55.0,46.9,0.0,999.9,0,124
7,2005,10,23,2005-10-23,41.7,34.9,1012.5,9.4,6.1,11.1,999.9,50.0,34.0,0.0,999.9,0,143
1,2005,10,24,2005-10-24,44.5,38.8,1016.9,9.5,12.2,18.1,24.1,50.0,41.0,0.45,999.9,0,111
2,2005,10,25,2005-10-25,45.6,37.2,1018.3,9.9,12.7,15.9,21.0,53.1,41.0,0.35,999.9,0,92
3,2005,10,26,2005-10-26,45.4,32.9,1020.6,10.0,7.0,11.1,999.9,52.0,37.9,0.02,999.9,0,121
4,2005,10,27,2005-10-27,46.3,37.9,1025.5,9.9,5.5,11.1,999.9,51.1,42.8,0.05,999.9,0,120
5,2005,10,28,2005-10-28,45.4,35.7,1028.6,9.5,3.6,8.0,999.9,57.0,35.1,0.0,999.9,0,140
6,2005,10,29,2005-10-29,47.5,34.6,1028.9,9.6,6.3,12.0,15.9,60.1,36.0,0.0,999.9,0,117
7,2005,10,30,2005-10-30,52.1,34.1,1023.6,10.0,9.4,15.0,22.0,64.9,41.0,0.0,999.9,0,193
1,2005,10,31,2005-10-31,56.1,46.8,1018.1,7.3,8.0,17.1,24.1,60.1,53.6,0.0,999.9,0,121
2,2005,11,01,2005-11-01,49.5,40.7,1016.3,7.6,6.4,9.9,999.9,54.0,41.0,0.2,999.9,0,142
3,2005,11,02,2005-11-02,50.8,34.8,1017.7,10.0,7.7,13.0,19.0,64.9,37.9,0.01,999.9,0,125
4,2005,11,03,2005-11-03,60.6,39.3,1012.2,10.0,12.0,18.1,24.1,70.0,53.1,0.0,999.9,0,114
5,2005,11,04,2005-11-04,62.4,39.4,1006.1,10.0,10.8,15.9,25.1,69.1,57.0,0.0,999.9,0,134
6,2005,11,05,2005-11-05,55.2,46.9,1009.5,6.1,5.3,9.9,999.9,64.0,51.1,0.0,999.9,0,164
7,2005,11,06,2005-11-06,53.7,47.1,1006.0,7.7,11.5,21.0,28.9,64.0,46.0,0.51,999.9,0,130
1,2005,11,07,2005-11-07,49.2,41.0,1019.7,8.8,8.6,15.0,20.0,61.0,41.0,0.01,999.9,0,121
2,2005,11,08,2005-11-08,55.8,47.7,1016.5,8.8,5.2,11.1,999.9,61.0,51.1,0.0,999.9,0,131
3,2005,11,09,2005-11-09,58.4,45.3,1008.7,9.6,14.1,22.9,31.1,66.9,48.0,0.0,999.9,0,131
4,2005,11,10,2005-11-10,40.5,24.8,1021.1,10.0,9.1,20.0,27.0,48.0,30.9,0.0,999.9,0,113
5,2005,11,11,2005-11-11,45.5,27.1,1019.2,10.0,7.8,14.0,20.0,60.1,36.0,0.0,999.9,0,112
6,2005,11,12,2005-11-12,54.7,33.5,1012.0,10.0,12.3,17.1,25.1,66.0,46.9,0.0,999.9,0,131
7,2005,11,13,2005-11-13,53.3,37.5,1010.0,10.0,20.3,26.0,38.1,61.0,46.0,0.04,999.9,0,106
1,2005,11,14,2005-11-14,42.7,30.9,1024.8,10.0,7.2,18.1,24.1,48.9,35.1,0.0,999.9,0,101
2,2005,11,15,2005-11-15,45.6,42.5,1010.1,7.5,9.9,13.0,19.0,55.0,43.0,0.07,999.9,0,93
3,2005,11,16,2005-11-16,33.3,26.2,1011.4,9.5,22.3,28.9,36.9,57.0,24.1,0.2,999.9,0,100
4,2005,11,17,2005-11-17,21.1,7.9,1031.3,9.6,11.1,20.0,31.1,28.0,15.1,0.0,999.9,0,75
5,2005,11,18,2005-11-18,28.5,16.1,1026.9,10.0,8.0,15.0,999.9,37.0,21.0,0.0,999.9,0,114
6,2005,11,19,2005-11-19,41.0,26.8,1017.3,10.0,10.4,15.9,21.0,54.0,33.1,0.0,999.9,0,161
7,2005,11,20,2005-11-20,41.1,31.8,1020.2,10.0,4.6,11.1,999.9,48.0,34.0,0.0,999.9,0,141
1,2005,11,21,2005-11-21,41.3,31.0,1015.2,10.0,12.5,18.1,24.1,48.0,35.6,0.0,999.9,0,98
2,2005,11,22,2005-11-22,36.5,22.1,1013.2,10.0,11.5,15.9,27.0,44.1,30.9,0.0,999.9,0,99
3,2005,11,23,2005-11-23,35.9,25.7,1000.8,8.4,10.1,21.0,29.9,46.0,30.0,0.0,1.2,0,104
4,2005,11,24,2005-11-24,28.0,6.4,1005.7,10.0,17.0,24.1,31.1,43.0,17.1,0.0,999.9,0,116
5,2005,11,25,2005-11-25,19.0,-0.7,1022.5,9.6,8.6,12.0,17.1,26.1,14.0,0.0,999.9,0,125
6,2005,11,26,2005-11-26,33.7,13.7,1016.5,10.0,6.5,8.9,999.9,48.9,23.0,0.0,999.9,0,130
7,2005,11,27,2005-11-27,47.6,39.5,1010.0,7.4,8.2,15.9,22.0,52.0,42.8,0.0,999.9,0,158
